sample	bam	group
GSM8376062	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376062/GSM8376062_Aligned.out.bam	Wildtype__Cervical_spinal_cord__9_weeks
GSM8376063	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376063/GSM8376063_Aligned.out.bam	Wildtype__Medulla__9_weeks
GSM8376064	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376064/GSM8376064_Aligned.out.bam	SCA7_266Q_5Q__Cervical_spinal_cord__5_weeks
GSM8376065	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376065/GSM8376065_Aligned.out.bam	SCA7_266Q_5Q__Medulla__5_weeks
GSM8376066	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376066/GSM8376066_Aligned.out.bam	SCA7_266Q_5Q__Cervical_spinal_cord__5_weeks
GSM8376067	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376067/GSM8376067_Aligned.out.bam	SCA7_266Q_5Q__Medulla__5_weeks
GSM8376068	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376068/GSM8376068_Aligned.out.bam	Wildtype__Cervical_spinal_cord__5_weeks
GSM8376069	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376069/GSM8376069_Aligned.out.bam	Wildtype__Medulla__5_weeks
GSM8376070	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376070/GSM8376070_Aligned.out.bam	Wildtype__Cervical_spinal_cord__5_weeks
GSM8376071	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376071/GSM8376071_Aligned.out.bam	Wildtype__Medulla__5_weeks
GSM8376072	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376072/GSM8376072_Aligned.out.bam	Wildtype__Medulla__p8
GSM8376073	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376073/GSM8376073_Aligned.out.bam	Wildtype__Cervical_spinal_cord__p8
GSM8376074	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376074/GSM8376074_Aligned.out.bam	Wildtype__Medulla__p8
GSM8376075	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376075/GSM8376075_Aligned.out.bam	SCA7_266Q_5Q__Cervical_spinal_cord__p8
GSM8376076	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376076/GSM8376076_Aligned.out.bam	SCA7_266Q_5Q__Medulla__p8
GSM8376077	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376077/GSM8376077_Aligned.out.bam	SCA7_266Q_5Q__Cervical_spinal_cord__p8
GSM8376078	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE271392/star/GSM8376078/GSM8376078_Aligned.out.bam	SCA7_266Q_5Q__Medulla__p8
