sample	bam	group
GSM7465490	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465490/GSM7465490_Aligned.out.bam	APOE4_cKO__Non_phagocytic_microglia
GSM7465491	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465491/GSM7465491_Aligned.out.bam	APOE3_KI__Phagocytic_microglia
GSM7465492	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465492/GSM7465492_Aligned.out.bam	APOE3_KI__Non_phagocytic_microglia
GSM7465493	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465493/GSM7465493_Aligned.out.bam	APOE3_KI__Phagocytic_microglia
GSM7465494	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465494/GSM7465494_Aligned.out.bam	APOE3_KI__Non_phagocytic_microglia
GSM7465495	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465495/GSM7465495_Aligned.out.bam	APOE3_KI__Non_phagocytic_microglia
GSM7465496	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465496/GSM7465496_Aligned.out.bam	APOE3_KI__Phagocytic_microglia
GSM7465497	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465497/GSM7465497_Aligned.out.bam	APOE3_KI__Phagocytic_microglia
GSM7465498	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465498/GSM7465498_Aligned.out.bam	APOE3_KI__Non_phagocytic_microglia
GSM7465499	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465499/GSM7465499_Aligned.out.bam	APOE3_cKO__Phagocytic_microglia
GSM7465500	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465500/GSM7465500_Aligned.out.bam	APOE3_cKO__Non_phagocytic_microglia
GSM7465501	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465501/GSM7465501_Aligned.out.bam	APOE3_cKO__Phagocytic_microglia
GSM7465502	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465502/GSM7465502_Aligned.out.bam	APOE3_cKO__Non_phagocytic_microglia
GSM7465503	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465503/GSM7465503_Aligned.out.bam	APOE3_cKO__Phagocytic_microglia
GSM7465504	/rhome/naotok/bigdata/neurodegeneration/GEO_SRA/GSE234350/star/GSM7465504/GSM7465504_Aligned.out.bam	APOE3_cKO__Non_phagocytic_microglia
