dataset	sample	run	experiment	species	layout	title	source	library_strategy	library_source	library_selection	instrument	fastq_url	fastq_md5	fastq_bytes	characteristics	age	cell_type	genotype	sex	tissue
GSE234488	GSM7469438	SRR24877377	SRX20641085	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 1	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877377/SRR24877377.lite.1			"{""age"": ""67"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	67	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469438	SRR24877378	SRX20641085	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 1	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877378/SRR24877378.lite.1			"{""age"": ""67"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	67	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469438	SRR24877379	SRX20641085	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 1	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877379/SRR24877379.lite.1			"{""age"": ""67"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	67	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469438	SRR24877380	SRX20641085	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 1	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877380/SRR24877380.lite.1			"{""age"": ""67"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	67	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469439	SRR24877373	SRX20641086	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 2	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877373/SRR24877373.lite.1			"{""age"": ""73"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	73	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469439	SRR24877374	SRX20641086	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 2	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877374/SRR24877374.lite.1			"{""age"": ""73"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	73	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469439	SRR24877375	SRX20641086	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 2	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877375/SRR24877375.lite.1			"{""age"": ""73"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	73	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469439	SRR24877376	SRX20641086	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 2	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877376/SRR24877376.lite.1			"{""age"": ""73"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	73	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469440	SRR24877369	SRX20641087	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 3	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877369/SRR24877369.lite.1			"{""age"": ""89"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	89	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469440	SRR24877370	SRX20641087	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 3	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877370/SRR24877370.lite.1			"{""age"": ""89"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	89	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469440	SRR24877371	SRX20641087	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 3	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877371/SRR24877371.lite.1			"{""age"": ""89"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	89	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469440	SRR24877372	SRX20641087	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 3	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877372/SRR24877372.lite.1			"{""age"": ""89"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	89	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469441	SRR24877365	SRX20641088	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 4	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877365/SRR24877365.lite.1			"{""age"": ""79"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	79	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469441	SRR24877366	SRX20641088	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 4	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877366/SRR24877366.lite.1			"{""age"": ""79"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	79	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469441	SRR24877367	SRX20641088	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 4	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877367/SRR24877367.lite.1			"{""age"": ""79"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	79	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469441	SRR24877368	SRX20641088	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 4	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877368/SRR24877368.lite.1			"{""age"": ""79"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	79	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469442	SRR24877361	SRX20641089	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 5	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877361/SRR24877361.lite.1			"{""age"": ""70"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	70	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469442	SRR24877362	SRX20641089	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 5	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877362/SRR24877362.lite.1			"{""age"": ""70"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	70	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469442	SRR24877363	SRX20641089	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 5	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877363/SRR24877363.lite.1			"{""age"": ""70"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	70	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469442	SRR24877364	SRX20641089	Homo sapiens	paired	AD:APOEε3/ε3, male, rep 5	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877364/SRR24877364.lite.1			"{""age"": ""70"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Male"", ""tissue"": ""brain""}"	70	whole tissue	AD:APOEe3/e3	Male	brain
GSE234488	GSM7469443	SRR24877357	SRX20641090	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 1	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877357/SRR24877357.lite.1			"{""age"": ""90"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	90	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469443	SRR24877358	SRX20641090	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 1	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877358/SRR24877358.lite.1			"{""age"": ""90"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	90	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469443	SRR24877359	SRX20641090	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 1	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877359/SRR24877359.lite.1			"{""age"": ""90"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	90	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469443	SRR24877360	SRX20641090	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 1	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877360/SRR24877360.lite.1			"{""age"": ""90"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	90	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469444	SRR24877353	SRX20641091	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 2	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877353/SRR24877353.lite.1			"{""age"": ""84"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	84	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469444	SRR24877354	SRX20641091	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 2	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877354/SRR24877354.lite.1			"{""age"": ""84"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	84	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469444	SRR24877355	SRX20641091	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 2	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877355/SRR24877355.lite.1			"{""age"": ""84"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	84	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469444	SRR24877356	SRX20641091	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 2	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877356/SRR24877356.lite.1			"{""age"": ""84"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	84	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469445	SRR24877349	SRX20641092	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 3	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877349/SRR24877349.lite.1			"{""age"": ""85"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	85	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469445	SRR24877350	SRX20641092	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 3	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877350/SRR24877350.lite.1			"{""age"": ""85"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	85	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469445	SRR24877351	SRX20641092	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 3	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877351/SRR24877351.lite.1			"{""age"": ""85"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	85	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469445	SRR24877352	SRX20641092	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 3	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877352/SRR24877352.lite.1			"{""age"": ""85"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	85	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469446	SRR24877345	SRX20641093	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 4	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877345/SRR24877345.lite.1			"{""age"": ""84"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	84	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469446	SRR24877346	SRX20641093	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 4	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877346/SRR24877346.lite.1			"{""age"": ""84"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	84	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469446	SRR24877347	SRX20641093	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 4	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877347/SRR24877347.lite.1			"{""age"": ""84"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	84	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469446	SRR24877348	SRX20641093	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 4	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877348/SRR24877348.lite.1			"{""age"": ""84"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	84	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469447	SRR24877341	SRX20641094	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 5	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877341/SRR24877341.lite.1			"{""age"": ""88"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	88	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469447	SRR24877342	SRX20641094	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 5	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877342/SRR24877342.lite.1			"{""age"": ""88"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	88	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469447	SRR24877343	SRX20641094	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 5	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877343/SRR24877343.lite.1			"{""age"": ""88"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	88	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469447	SRR24877344	SRX20641094	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 5	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877344/SRR24877344.lite.1			"{""age"": ""88"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	88	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469448	SRR24877337	SRX20641095	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 6	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877337/SRR24877337.lite.1			"{""age"": ""87"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	87	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469448	SRR24877338	SRX20641095	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 6	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877338/SRR24877338.lite.1			"{""age"": ""87"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	87	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469448	SRR24877339	SRX20641095	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 6	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877339/SRR24877339.lite.1			"{""age"": ""87"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	87	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469448	SRR24877340	SRX20641095	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 6	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877340/SRR24877340.lite.1			"{""age"": ""87"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	87	whole tissue	AD:APOEe3/e3	Female	brain
GSE234488	GSM7469449	SRR24877333	SRX20641096	Homo sapiens	paired	AD:APOEε3/ε3, female, rep 7	brain	RNA-Seq	TRANSCRIPTOMIC	cDNA	NextSeq 500	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR024/24877/SRR24877333/SRR24877333.lite.1			"{""age"": ""91"", ""cell_type"": ""whole tissue"", ""genotype"": ""AD:APOEe3/e3"", ""sex"": ""Female"", ""tissue"": ""brain""}"	91	whole tissue	AD:APOEe3/e3	Female	brain
